Order_ID,Date,Month,Quarter,Product_Name,Category,Brand,Unit_Price,Discount_Percent,Selling_Price,Quantity,Revenue,Cost,Profit,Profit_Margin_Pct,City,Region,Sales_Channel,Payment_Method,Return_Flag,Customer_Segment,Festival_Season
ORD-10086,2024-12-11,December,Q4,Routers,Networking,D-Link,14400.0,25,10800.0,2,21600.0,19979.82,1620.18,7.5,Ahmedabad,West,Distributor,UPI,No,Enterprise,True
ORD-10087,2024-04-26,April,Q2,Laptops,Computing,Asus,117900.0,30,82530.0,5,412650.0,398943.85000000003,13706.15,3.32,Delhi,North,Retail Store,Debit Card,No,Individual,False
ORD-10088,2024-06-15,June,Q2,Smartphones,Mobile,OnePlus,33800.0,15,28730.0,4,114920.0,78296.2,36623.8,31.87,Jaipur,North,Retail Store,Debit Card,No,Small Business,False
ORD-10089,2024-02-10,February,Q1,Gaming Consoles,Gaming,Microsoft,41700.0,5,39615.0,5,198075.0,135427.7,62647.3,31.63,Lucknow,North,Online,Credit Card,No,Enterprise,False
ORD-10090,2024-12-07,December,Q4,Smartphones,Mobile,Xiaomi,72900.0,25,54675.0,1,54675.0,48064.4,6610.6,12.09,Delhi,North,Retail Store,Credit Card,No,Student,True
ORD-10091,2024-12-19,December,Q4,Headphones,Audio,Sennheiser,21200.0,5,20140.0,1,20140.0,15897.34,4242.66,21.07,Ahmedabad,West,Online,Credit Card,No,Enterprise,True
ORD-10092,2024-12-24,December,Q4,Headphones,Audio,Sony,24500.0,25,18375.0,1,18375.0,15414.45,2960.55,16.11,Mumbai,West,Retail Store,Debit Card,No,Individual,True
ORD-10093,2024-11-06,November,Q4,Air Purifiers,Home Tech,Xiaomi,32200.0,5,30590.0,2,61180.0,43239.0,17941.0,29.32,Pune,West,Online,UPI,No,Small Business,True
ORD-10094,2024-11-17,November,Q4,Laptops,Computing,Dell,54300.0,15,46155.0,1,46155.0,30227.34,15927.66,34.51,Pune,West,Retail Store,UPI,No,Student,True
ORD-10095,2024-03-30,March,Q1,Smart TVs,Entertainment,LG,160500.0,10,144450.0,1,144450.0,105315.36,39134.64,27.09,Hyderabad,South,Distributor,UPI,No,Student,False
ORD-10096,2024-05-31,May,Q2,Smartwatches,Wearables,Apple,21900.0,0,21900.0,1,21900.0,12661.52,9238.48,42.18,Chennai,South,Distributor,Debit Card,Yes,Enterprise,False
ORD-10097,2024-02-16,February,Q1,Cameras,Imaging,Canon,45600.0,0,45600.0,2,91200.0,58455.3,32744.7,35.9,Hyderabad,South,Retail Store,EMI,Yes,Individual,False
ORD-10098,2024-12-11,December,Q4,Smart TVs,Entertainment,OnePlus,19600.0,20,15680.0,1,15680.0,12065.78,3614.22,23.05,Lucknow,North,Online,UPI,No,Enterprise,True
ORD-10099,2024-11-28,November,Q4,Cameras,Imaging,Canon,27800.0,0,27800.0,1,27800.0,16982.27,10817.73,38.91,Ahmedabad,West,Online,UPI,No,Student,True
ORD-10100,2024-08-20,August,Q3,Smartwatches,Wearables,Boat,19700.0,25,14775.0,3,44325.0,41093.399999999994,3231.6,7.29,Kolkata,East,Retail Store,EMI,No,Enterprise,False
ORD-10101,2024-01-17,January,Q1,Smartwatches,Wearables,Samsung,20800.0,5,19760.0,3,59280.0,44996.01,14283.99,24.1,Delhi,North,Corporate,Credit Card,No,Enterprise,False
ORD-10102,2024-02-01,February,Q1,Cameras,Imaging,Sony,35000.0,0,35000.0,1,35000.0,25893.08,9106.92,26.02,Ahmedabad,West,Online,UPI,No,Individual,False
ORD-10103,2024-01-26,January,Q1,Smartwatches,Wearables,Samsung,44500.0,30,31150.0,1,31150.0,29499.74,1650.26,5.3,Delhi,North,Distributor,Debit Card,No,Small Business,False
ORD-10104,2024-06-17,June,Q2,Tablets,Mobile,Samsung,23900.0,5,22705.0,1,22705.0,17865.38,4839.62,21.32,Jaipur,North,Online,UPI,No,Individual,False
ORD-10105,2024-03-08,March,Q1,Smartphones,Mobile,OnePlus,64900.0,5,61655.0,4,246620.0,173353.24,73266.76,29.71,Mumbai,West,Online,UPI,No,Individual,False
ORD-10106,2024-02-02,February,Q1,Air Purifiers,Home Tech,Sharp,32200.0,20,25760.0,1,25760.0,21533.21,4226.79,16.41,Ahmedabad,West,Retail Store,Cash,No,Enterprise,False
ORD-10107,2024-08-22,August,Q3,Smartphones,Mobile,Samsung,79900.0,30,55930.0,3,167790.0,151088.52,16701.48,9.95,Delhi,North,Retail Store,Cash,No,Individual,False
ORD-10108,2024-06-13,June,Q2,Gaming Consoles,Gaming,Sony,22300.0,10,20070.0,3,60210.0,45148.38,15061.62,25.02,Lucknow,North,Retail Store,Credit Card,Yes,Enterprise,False
ORD-10109,2024-08-20,August,Q3,Routers,Networking,D-Link,2400.0,25,1800.0,1,1800.0,1374.92,425.08,23.62,Jaipur,North,Retail Store,UPI,No,Small Business,False
ORD-10110,2024-07-30,July,Q3,Smartwatches,Wearables,Noise,18800.0,25,14100.0,1,14100.0,10697.52,3402.48,24.13,Kolkata,East,Online,UPI,Yes,Student,False
ORD-10111,2024-02-04,February,Q1,Laptops,Computing,Dell,33900.0,0,33900.0,1,33900.0,23693.31,10206.69,30.11,Pune,West,Distributor,Debit Card,No,Enterprise,False
ORD-10112,2024-12-09,December,Q4,Laptops,Computing,Asus,58600.0,25,43950.0,1,43950.0,43260.04,689.96,1.57,Kolkata,East,Distributor,Debit Card,Yes,Enterprise,True
ORD-10113,2024-06-29,June,Q2,Laptops,Computing,Apple,73200.0,5,69540.0,1,69540.0,49874.62,19665.38,28.28,Chennai,South,Distributor,Credit Card,No,Individual,False
ORD-10114,2024-05-22,May,Q2,Gaming Consoles,Gaming,Sony,48300.0,30,33810.0,2,67620.0,63967.86,3652.14,5.4,Lucknow,North,Retail Store,Debit Card,No,Enterprise,False
ORD-10115,2024-01-15,January,Q1,Tablets,Mobile,Lenovo,45100.0,10,40590.0,2,81180.0,66234.54,14945.46,18.41,Pune,West,Online,EMI,No,Student,False
ORD-10116,2024-02-05,February,Q1,Tablets,Mobile,Samsung,14600.0,20,11680.0,2,23360.0,17316.38,6043.62,25.87,Kolkata,East,Retail Store,UPI,No,Enterprise,False
ORD-10117,2024-10-17,October,Q4,Gaming Consoles,Gaming,Sony,50900.0,5,48355.0,1,48355.0,29597.43,18757.57,38.79,Lucknow,North,Online,UPI,No,Student,True
ORD-10118,2024-09-05,September,Q3,Gaming Consoles,Gaming,Microsoft,34500.0,5,32775.0,2,65550.0,48368.22,17181.78,26.21,Delhi,North,Online,UPI,No,Student,False
ORD-10119,2024-09-26,September,Q3,Headphones,Audio,Sony,5900.0,20,4720.0,2,9440.0,6619.28,2820.72,29.88,Chennai,South,Online,UPI,No,Enterprise,False
ORD-10120,2024-05-28,May,Q2,Smartwatches,Wearables,Apple,1800.0,25,1350.0,1,1350.0,1145.04,204.96,15.18,Bangalore,South,Online,Debit Card,No,Enterprise,False
ORD-10121,2024-02-06,February,Q1,Cameras,Imaging,Canon,69900.0,15,59415.0,1,59415.0,51322.85,8092.15,13.62,Pune,West,Retail Store,Debit Card,No,Student,False
ORD-10122,2024-05-28,May,Q2,Laptops,Computing,Asus,27000.0,10,24300.0,2,48600.0,31556.24,17043.76,35.07,Lucknow,North,Retail Store,Debit Card,No,Student,False
ORD-10123,2024-02-24,February,Q1,Smart TVs,Entertainment,OnePlus,123900.0,20,99120.0,4,396480.0,280375.48,116104.52,29.28,Hyderabad,South,Retail Store,UPI,No,Individual,False
ORD-10124,2024-09-18,September,Q3,Laptops,Computing,Apple,73400.0,30,51380.0,3,154140.0,136496.49,17643.51,11.45,Bangalore,South,Online,UPI,No,Small Business,False
ORD-10125,2024-12-01,December,Q4,Laptops,Computing,HP,115400.0,25,86550.0,1,86550.0,74874.22,11675.78,13.49,Lucknow,North,Distributor,Credit Card,Yes,Enterprise,True
ORD-10126,2024-11-17,November,Q4,Smartwatches,Wearables,Samsung,20600.0,15,17510.0,1,17510.0,13151.9,4358.1,24.89,Hyderabad,South,Distributor,Debit Card,No,Individual,True
ORD-10127,2024-06-07,June,Q2,Air Purifiers,Home Tech,Sharp,6300.0,10,5670.0,1,5670.0,4512.94,1157.06,20.41,Delhi,North,Retail Store,Net Banking,No,Student,False
ORD-10128,2024-08-24,August,Q3,Gaming Consoles,Gaming,Nintendo,53400.0,25,40050.0,1,40050.0,38937.96,1112.04,2.78,Ahmedabad,West,Corporate,Debit Card,No,Student,False
ORD-10129,2024-09-13,September,Q3,Tablets,Mobile,Samsung,32500.0,30,22750.0,2,45500.0,47438.64,-1938.64,-4.26,Pune,West,Corporate,UPI,No,Individual,False
ORD-10130,2024-05-06,May,Q2,Air Purifiers,Home Tech,Sharp,23300.0,20,18640.0,1,18640.0,13554.76,5085.24,27.28,Pune,West,Corporate,Credit Card,No,Individual,False
ORD-10131,2024-11-19,November,Q4,Smartwatches,Wearables,Apple,15800.0,20,12640.0,6,75840.0,65002.08,10837.92,14.29,Hyderabad,South,Online,EMI,Yes,Small Business,True
ORD-10132,2024-06-19,June,Q2,Laptops,Computing,Apple,88000.0,10,79200.0,1,79200.0,53860.08,25339.92,31.99,Kolkata,East,Online,Debit Card,No,Student,False
ORD-10133,2024-11-25,November,Q4,Smartwatches,Wearables,Samsung,30700.0,30,21490.0,3,64470.0,68100.75,-3630.75,-5.63,Jaipur,North,Online,Debit Card,No,Individual,True
ORD-10134,2024-07-04,July,Q3,Headphones,Audio,Boat,23800.0,10,21420.0,4,85680.0,70403.6,15276.4,17.83,Ahmedabad,West,Online,Net Banking,No,Enterprise,False
ORD-10135,2024-02-21,February,Q1,Routers,Networking,TP-Link,10300.0,30,7210.0,2,14420.0,13876.28,543.72,3.77,Lucknow,North,Online,UPI,No,Small Business,False
ORD-10136,2024-08-12,August,Q3,Smartphones,Mobile,Xiaomi,34200.0,25,25650.0,3,76950.0,61304.13,15645.87,20.33,Ahmedabad,West,Retail Store,EMI,No,Small Business,False
ORD-10137,2024-09-30,September,Q3,Smart TVs,Entertainment,Samsung,193600.0,30,135520.0,2,271040.0,249280.56,21759.44,8.03,Chennai,South,Online,Cash,Yes,Student,False
ORD-10138,2024-05-24,May,Q2,Cameras,Imaging,Fujifilm,145200.0,30,101640.0,1,101640.0,85659.22,15980.78,15.72,Lucknow,North,Online,UPI,No,Enterprise,False
ORD-10139,2024-10-10,October,Q4,Laptops,Computing,Apple,105900.0,10,95310.0,5,476550.0,300107.4,176442.6,37.02,Bangalore,South,Online,Cash,No,Student,True
ORD-10140,2024-02-16,February,Q1,Smart TVs,Entertainment,OnePlus,178700.0,0,178700.0,1,178700.0,113113.42,65586.58,36.7,Kolkata,East,Retail Store,UPI,Yes,Enterprise,False
ORD-10141,2024-04-24,April,Q2,Smartphones,Mobile,OnePlus,75000.0,30,52500.0,3,157500.0,155911.68,1588.32,1.01,Pune,West,Distributor,UPI,No,Student,False
ORD-10142,2024-12-22,December,Q4,Tablets,Mobile,Huawei,32400.0,0,32400.0,1,32400.0,23689.96,8710.04,26.88,Mumbai,West,Online,EMI,No,Student,True
ORD-10143,2024-02-26,February,Q1,Headphones,Audio,Boat,7900.0,0,7900.0,1,7900.0,4721.73,3178.27,40.23,Lucknow,North,Retail Store,UPI,No,Individual,False
